
1.71010071663   4.68721310393
3.42020143326   9.35192620786
5.13030214989   13.9941393118
6.84040286651   18.6138524157
8.55050358314   23.2110655196
10.2606042998   27.7857786236
11.9707050164   32.3379917275
13.680805733   36.8677048314
15.3909064497   41.3749179354
17.1010071663   45.8596310393
18.8111078829   50.3218441432
20.5212085995   54.7615572472
22.2313093162   59.1787703511
23.9414100328   63.573483455
25.6515107494   67.9456965589
27.3616114661   72.2954096629
29.0717121827   76.6226227668
30.7818128993   80.9273358707
32.4919136159   85.2095489747
34.2020143326   89.4692620786
35.9121150492   93.7064751825
37.6222157658   97.9211882864
39.3323164825   102.11340139
41.0424171991   106.283114494
42.7525179157   110.430327598
44.4626186323   114.555040702
46.172719349   118.657253806
47.8828200656   122.73696691
49.5929207822   126.794180014
51.3030214989   130.828893118
53.0131222155   134.841106222
54.7232229321   138.830819326
56.4333236487   142.79803243
58.1434243654   146.742745534
59.853525082   150.664958638
61.5636257986   154.564671741
63.2737265152   158.441884845
64.9838272319   162.296597949
66.6939279485   166.128811053
68.4040286651   169.938524157
70.1141293818   173.725737261
71.8242300984   177.490450365
73.534330815   181.232663469
75.2444315316   184.952376573
76.9545322483   188.649589677
78.6646329649   192.324302781
80.3747336815   195.976515885
82.0848343982   199.606228989
83.7949351148   203.213442093
85.5050358314   206.798155196
87.215136548   210.3603683
88.9252372647   213.900081404
90.6353379813   217.417294508
92.3454386979   220.912007612
94.0555394146   224.384220716
95.7656401312   227.83393382
97.4757408478   231.261146924
99.1858415644   234.665860028
100.895942281   238.048073132
102.606042998   241.407786236
104.316143714   244.74499934
106.026244431   248.059712444
107.736345148   251.351925548
109.446445864   254.621638651
111.156546581   257.868851755
112.866647297   261.093564859
114.576748014   264.295777963
116.286848731   267.475491067
117.996949447   270.632704171
119.707050164   273.767417275
121.417150881   276.879630379
123.127251597   279.969343483
124.837352314   283.036556587
126.54745303   286.081269691
128.257553747   289.103482795
129.967654464   292.103195899
131.67775518   295.080409003
133.387855897   298.035122107
135.097956614   300.96733521
136.80805733   303.877048314
138.518158047   306.764261418
140.228258764   309.628974522
141.93835948   312.471187626
143.648460197   315.29090073
145.358560913   318.088113834
147.06866163   320.862826938
148.778762347   323.615040042
150.488863063   326.344753146
152.19896378   329.05196625
153.909064497   331.736679354
155.619165213   334.398892458
157.32926593   337.038605562
159.039366646   339.655818665
160.749467363   342.250531769
162.45956808   344.822744873
164.169668796   347.372457977
165.879769513   349.899671081
167.58987023   352.404384185
169.299970946   354.886597289
171.010071663   357.346310393
172.720172379   359.783523497
174.430273096   362.198236601
176.140373813   364.590449705
177.850474529   366.960162809
179.560575246   369.307375913
181.270675963   371.632089017
182.980776679   373.93430212
184.690877396   376.214015224
186.400978112   378.471228328
188.111078829   380.705941432
189.821179546   382.918154536
191.531280262   385.10786764
193.241380979   387.275080744
194.951481696   389.419793848
196.661582412   391.542006952
198.371683129   393.641720056
200.081783846   395.71893316
201.791884562   397.773646264
203.501985279   399.805859368
205.212085995   401.815572472
206.922186712   403.802785575
208.632287429   405.767498679
210.342388145   407.709711783
212.052488862   409.629424887
213.762589579   411.526637991
215.472690295   413.401351095
217.182791012   415.253564199
218.892891728   417.083277303
220.602992445   418.890490407
222.313093162   420.675203511
224.023193878   422.437416615
225.733294595   424.177129719
227.443395312   425.894342823
229.153496028   427.589055927
230.863596745   429.26126903
232.573697461   430.910982134
234.283798178   432.538195238
235.993898895   434.142908342
237.703999611   435.725121446
239.414100328   437.28483455
241.124201045   438.822047654
242.834301761   440.336760758
244.544402478   441.828973862
246.254503194   443.298686966
247.964603911   444.74590007
249.674704628   446.170613174
251.384805344   447.572826278
253.094906061   448.952539382
254.805006778   450.309752486
256.515107494   451.644465589
258.225208211   452.956678693
259.935308928   454.246391797
261.645409644   455.513604901
263.355510361   456.758318005
265.065611077   457.980531109
266.775711794   459.180244213
268.485812511   460.357457317
270.195913227   461.512170421
271.906013944   462.644383525
273.616114661   463.754096629
275.326215377   464.841309733
277.036316094   465.906022837
278.74641681   466.948235941
280.456517527   467.967949044
282.166618244   468.965162148
283.87671896   469.939875252
285.586819677   470.892088356
287.296920394   471.82180146
289.00702111   472.729014564
290.717121827   473.613727668
292.427222543   474.475940772
294.13732326   475.315653876
295.847423977   476.13286698
297.557524693   476.927580084
299.26762541   477.699793188
300.977726127   478.449506292
302.687826843   479.176719396
304.39792756   479.881432499
306.108028276   480.563645603
307.818128993   481.223358707
309.52822971   481.860571811
311.238330426   482.475284915
312.948431143   483.067498019
314.65853186   483.637211123
316.368632576   484.184424227
318.078733293   484.709137331
319.78883401   485.211350435
321.498934726   485.691063539
323.209035443   486.148276643
324.919136159   486.582989747
326.629236876   486.995202851
328.339337593   487.384915954
330.049438309   487.752129058
331.759539026   488.096842162
333.469639743   488.419055266
335.179740459   488.71876837
336.889841176   488.995981474
338.599941892   489.250694578
340.310042609   489.482907682
342.020143326   489.692620786
